source	line	marker	disposition
.planning/proposals/backend/b1-snapshot-cadence.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
.planning/proposals/backend/b2-earnings-cache.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
.planning/proposals/backend/b3-dark-etl.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
.planning/proposals/backend/public-path-budget.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
.planning/quick/260906-0q9-g1-discord-meridian-command-reliability-/PLAN.md	11	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	34	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	35	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	36	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	37	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	52	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	53	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	54	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	68	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	69	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	70	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	85	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	86	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	87	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	88	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	102	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	103	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	105	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	108	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	109	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	110	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	111	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	124	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	125	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	126	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	141	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	142	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	143	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	155	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	156	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
BACKLOG.md	157	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
DISPATCH_PLAN_ORACLE_ROUND2.md	283	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
MASTER_PLAN.md	109	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
MASTER_PLAN.md	110	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
MASTER_PLAN.md	111	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/DEEP_SWEEP_REPORT_2026-08-30.md	18	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/DEEP_SWEEP_REPORT_2026-08-30.md	107	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/DEEP_SWEEP_REPORT_2026-08-30.md	109	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/DEEP_SWEEP_REPORT_2026-08-30.md	112	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/LIVE_TRADING_PROTOCOL.md	14	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/LIVE_TRADING_PROTOCOL.md	19	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/LIVE_TRADING_PROTOCOL.md	26	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/LIVE_TRADING_PROTOCOL.md	33	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/LIVE_TRADING_PROTOCOL.md	38	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/ROUND7_COMPLETION_LOG.md	93	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/ROUND7_COMPLETION_LOG.md	94	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/ROUND7_COMPLETION_LOG.md	95	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	58	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	67	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	73	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	81	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	89	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	122	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	131	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	155	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	176	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	187	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	195	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	224	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	231	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	235	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	239	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	248	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	252	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	285	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	292	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	326	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	336	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	364	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	371	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	409	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	417	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	440	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	447	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	474	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	480	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	490	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	497	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	522	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	528	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	553	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	560	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	568	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	587	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	605	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	637	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	665	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	672	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	734	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	761	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	768	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	781	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	808	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	841	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-bulletproof.md	882	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	67	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	76	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	85	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	94	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	104	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	127	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	135	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	203	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	211	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	237	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	245	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	259	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	301	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	309	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	318	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	346	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	355	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	399	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	425	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	434	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	442	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	469	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	476	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	500	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	520	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	544	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	552	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	558	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	573	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	581	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	600	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	609	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	642	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	656	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	683	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	696	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	703	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	731	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	738	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	745	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	752	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	786	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	803	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	813	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	832	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	857	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	895	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	904	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	913	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-25-round8-deep-completion.md	946	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	3	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	41	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	48	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	55	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	62	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	77	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	89	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	142	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	149	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	185	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	192	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	199	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	224	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	240	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	247	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	254	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	269	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	283	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	290	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	297	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	322	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	339	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	346	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	383	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	390	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	408	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	428	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	435	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	442	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	461	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	478	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	485	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	511	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	518	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	529	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	540	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	547	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	554	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	561	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	582	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	599	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	606	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	644	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	651	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	664	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
docs/superpowers/plans/2026-05-26-deepseek-pro-backend-hardening.md	677	actionable_or_historical_marker	triage_against_INVENTORY_no_auto_build
